CodeEtb,Etablissement,CodeFil,Filiere,Min1,Min2,Min3
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MOSTAGANEM,16.02,16.02,16.02
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MASCARA,15.68,15.68,15.68
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ORAN,16.18,16.18,16.18
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TISSEMSILT,16.96,16.96,16.96
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers AIN- TEMOUCHENT,16.28,16.28,16.28
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers RELIZANE,17.5,17.5,17.5
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers TLEMCEN,14.69,14.69,14.69
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers SAIDA,13.97,13.97,13.97
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers SIDIBEL-ABBES,14.5,14.5,14.5
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers ORAN,14.57,14.57,14.57
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers AIN-TEMOUCHENT,14.91,14.91,14.91
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers ADRAR,13.87,13.87,13.87
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers CHLEF,15.61,15.61,15.61
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,14.11,14.11,14.11
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BECHAR,14.63,14.63,14.63
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,10.38,10.38,10.38
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TLEMCEN,15.63,15.63,15.63
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TIARET,15.51,15.51,15.51
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers SAIDA,14.58,14.58,14.58
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers SIDIBEL-ABBES,15.22,15.22,15.22
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,14.93,14.93,14.93
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.67,15.67,15.67
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers ORAN,15.31,15.31,15.31
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers EL BAYADH,14.35,14.35,14.35
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TINDOUF,11.26,11.26,11.26
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TISSEMSILT,14.44,14.44,14.44
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers NAAMA,14.45,14.45,14.45
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers AIN- TEMOUCHENT,15.41,15.41,15.41
Etb,,,,,,
U06,UNIV. TLEMCEN,A00LAL03,SCIENCES ET TECHNOLOGIES,9.24,9.24,9.24
U06,UNIV. TLEMCEN,A00TCL03,SCIENCES ET TECHNOLOGIES,10.76,10.76,10.76
U06,UNIV. TLEMCEN,A05TCL02,GENIE CIVIL,11.54,11.54,11.54
U06,UNIV. TLEMCEN,A16TCL01,ELECTROTECHNIQUE,10.19,10.19,10.19
U06,UNIV. TLEMCEN,A18LAN01,GENIE INDUSTRIEL,11.81,11.81,11.81
U06,UNIV. TLEMCEN,A19FPN02,GENIE MECANIQUE,12.33,12.33,12.33
U06,UNIV. TLEMCEN,A19TCL01,GENIE MECANIQUE,10.9,10.9,10.9
U06,UNIV. TLEMCEN,A22FPN01,GENIEBIOMEDICAL,13.32,13.32,13.32
U06,UNIV. TLEMCEN,B00LAL02,SCIENCES DE LA MATIERE,8.31,8.31,8.31
U06,UNIV. TLEMCEN,C01LAL01,INFORMATIQUE,12.15,12.15,12.15
U06,UNIV. TLEMCEN,C01TCL03,INFORMATIQUE,13.27,13.27,13.27
U06,UNIV. TLEMCEN,C02LAL01,MATHEMATIQUES,11.48,11.48,11.48
U06,UNIV. TLEMCEN,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,11.52,11.52,11.52
U06,UNIV. TLEMCEN,D03LAN01,SCIENCES AGRONOMIQUES,9.01,9.01,9.01
U06,UNIV. TLEMCEN,D03TCL01,SCIENCES AGRONOMIQUES,10.4,10.4,10.4
U06,UNIV. TLEMCEN,E03LAL01,GEOLOGIE,9.43,9.43,9.43
U06,UNIV. TLEMCEN,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ET",10.0,10.0,10.0
,,,COMMERCIALES,,,
U06,UNIV. TLEMCEN,G01LAL01,SCIENCES POLITIQUES,10.09,10.09,10.09
U06,UNIV. TLEMCEN,G02LAL01,DROIT,10.01,10.01,10.01
U06,UNIV. TLEMCEN,H01LAL01,LANGUE FRANCAISE,10.87,10.87,10.87
U06,UNIV. TLEMCEN,H02LAL01,LANGUE ESPAGNOLE,11.68,11.68,11.68
U06,UNIV. TLEMCEN,H06EAN01,LANGUE ANGLAISE,12.97,12.97,12.97
U06,UNIV. TLEMCEN,H06LAL01,LANGUE ANGLAISE,11.05,11.05,11.05
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers RELIZANE,15.87,15.87,15.87
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TIMIMOUN,13.2,13.2,13.2
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BORDJ BADJI MOKHTAR,10.09,10.09,10.09
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BENI ABBES,11.61,11.61,11.61
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,10.25,10.25,10.25
R27,INFSSF TLEMCEN,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,14.06,14.06,14.06
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BLIDA,15.02,15.02,15.02
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BOUIRA,15.11,15.11,15.11
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TIZI- OUZOU,14.81,14.81,14.81
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers ALGER,15.0,15.0,15.0
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers DJELFA,14.36,14.36,14.36
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.18,15.18,15.18
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers MEDEA,15.07,15.07,15.07
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers MSILA,15.11,15.11,15.11
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers OUARGLA,13.7,13.7,13.7
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,10.17,10.17,10.17
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,15.21,15.21,15.21
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TIPAZA,14.89,14.89,14.89
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers AIN- DEFLA,15.29,15.29,15.29
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,14.51,14.51,14.51
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,14.83,14.83,14.83
R26,INFSSF TIZI OUZOU,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers EL MENIAA,13.05,13.05,13.05
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers OUM- EL-BOUAGHI,15.25,15.25,15.25
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.7,15.7,15.7
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers BISKRA,15.1,15.1,15.1
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,15.07,15.07,15.07
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.6,15.6,15.6
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.69,15.69,15.69
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers ANNABA,15.57,15.57,15.57
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.83,15.83,15.83
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,15.11,15.11,15.11
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,14.95,14.95,14.95
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers ELTARF,15.65,15.65,15.65
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers EL OUED,14.99,14.99,14.99
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,15.25,15.25,15.25
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers SOUK- AHRAS,15.78,15.78,15.78
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers MILA,15.62,15.62,15.62
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.65,13.65,13.65
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers DJANET,10.29,10.29,10.29
R25,INFSSF ANNABA,W01SANTE,SAGE FEMME DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,14.08,14.08,14.08
R01,INFSPM ADRAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers ADRAR,13.24,13.24,13.24
R01,INFSPM ADRAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,10.02,10.02,10.02
R01,INFSPM ADRAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BORDJ BADJI MOKHTAR,,,
R01,INFSPM ADRAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,10.01,10.01,10.01
R01,INFSPM ADRAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R01,INFSPM ADRAR,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers ADRAR,14.04,14.04,14.04
R01,INFSPM ADRAR,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,10.24,10.24,10.24
R01,INFSPM ADRAR,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers BORDJ BADJI MOKHTAR,12.08,12.08,12.08
R01,INFSPM ADRAR,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,10.41,10.41,10.41
R01,INFSPM ADRAR,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R01,INFSPM ADRAR,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers ADRAR,14.86,14.86,14.86
R01,INFSPM ADRAR,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,11.42,11.42,11.42
R01,INFSPM ADRAR,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers BORDJ BADJI MOKHTAR,10.62,10.62,10.62
R01,INFSPM ADRAR,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,11.74,11.74,11.74
R01,INFSPM ADRAR,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,10.85,10.85,10.85
R04,INFSPM BATNA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers OUM-EL- BOUAGHI,14.83,14.83,14.83
R04,INFSPM BATNA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.42,15.42,15.42
R04,INFSPM BATNA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,12.63,12.63,12.63
R04,INFSPM BATNA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI,15.32,15.32,15.32
R04,INFSPM BATNA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.64,15.64,15.64
R04,INFSPM BATNA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,13.56,13.56,13.56
R04,INFSPM BATNA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers OUM- EL-BOUAGHI,15.52,15.52,15.52
R04,INFSPM BATNA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.97,15.97,15.97
R04,INFSPM BATNA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,13.25,13.25,13.25
R04,INFSPM BATNA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.66,15.66,15.66
R04,INFSPM BATNA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,14.62,14.62,14.62
R04,INFSPM BATNA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers MSILA,14.79,14.79,14.79
R04,INFSPM BATNA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,14.28,14.28,14.28
R04,INFSPM BATNA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,15.62,15.62,15.62
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers OUM- EL-BOUAGHI,15.11,15.11,15.11
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.38,15.38,15.38
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers JIJEL,14.97,14.97,14.97
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers SETIF,14.98,14.98,14.98
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.1,15.1,15.1
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers ANNABA,14.33,14.33,14.33
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers GUELMA,15.21,15.21,15.21
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,14.93,14.93,14.93
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers ELTARF,14.31,14.31,14.31
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers SOUK- AHRAS,14.93,14.93,14.93
R04,INFSPM BATNA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers MILA,15.4,15.4,15.4
R04,INFSPM BATNA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI,16.0,16.0,16.0
R04,INFSPM BATNA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers BATNA,14.43,14.43,14.43
R04,INFSPM BATNA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,11.2,11.2,11.2
R04,INFSPM BATNA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers MILA,14.88,14.88,14.88
R04,INFSPM BATNA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,10.91,10.91,10.91
R04,INFSPM BATNA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R04,INFSPM BATNA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,13.97,13.97,13.97
R06,INFSPM BEJAIA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,13.82,13.82,13.82
R06,INFSPM BEJAIA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,14.96,14.96,14.96
R06,INFSPM BEJAIA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers BOUIRA,15.26,15.26,15.26
R06,INFSPM BEJAIA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,13.69,13.69,13.69
R06,INFSPM BEJAIA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers BOUIRA,13.92,13.92,13.92
R06,INFSPM BEJAIA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers JIJEL,14.5,14.5,14.5
R06,INFSPM BEJAIA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers SETIF,14.18,14.18,14.18
R06,INFSPM BEJAIA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,14.02,14.02,14.02
R06,INFSPM BEJAIA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,13.2,13.2,13.2
R06,INFSPM BEJAIA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers BOUIRA,13.65,13.65,13.65
R06,INFSPM BEJAIA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers SETIF,13.48,13.48,13.48
R06,INFSPM BEJAIA,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,13.69,13.69,13.69
R07,INFSPM BISKRA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BISKRA,14.86,14.86,14.86
R07,INFSPM BISKRA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.07,13.07,13.07
R07,INFSPM BISKRA,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,13.69,13.69,13.69
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers BISKRA,15.23,15.23,15.23
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers OUARGLA,12.73,12.73,12.73
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,12.72,12.72,12.72
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.65,13.65,13.65
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,14.18,14.18,14.18
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers DJANET,,,
R07,INFSPM BISKRA,X02SANTE,DIETETICIEN DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,13.7,13.7,13.7
R07,INFSPM BISKRA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers BISKRA,15.37,15.37,15.37
R07,INFSPM BISKRA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.93,13.93,13.93
R07,INFSPM BISKRA,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,14.4,14.4,14.4
R07,INFSPM BISKRA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers BISKRA,15.31,15.31,15.31
R07,INFSPM BISKRA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,14.54,14.54,14.54
R07,INFSPM BISKRA,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,14.55,14.55,14.55
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers BISKRA,15.05,15.05,15.05
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers OUARGLA,12.62,12.62,12.62
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,13.86,13.86,13.86
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers EL OUED,14.7,14.7,14.7
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.96,13.96,13.96
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,13.76,13.76,13.76
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers DJANET,,,
R07,INFSPM BISKRA,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,13.31,13.31,13.31
R07,INFSPM BISKRA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers BISKRA,14.76,14.76,14.76
R07,INFSPM BISKRA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,14.28,14.28,14.28
R07,INFSPM BISKRA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers EL OUED,14.65,14.65,14.65
R07,INFSPM BISKRA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,14.95,14.95,14.95
R07,INFSPM BISKRA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.33,13.33,13.33
R07,INFSPM BISKRA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,13.72,13.72,13.72
R07,INFSPM BISKRA,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,13.1,13.1,13.1
R07,INFSPM BISKRA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers BISKRA,14.36,14.36,14.36
R07,INFSPM BISKRA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers OUARGLA,12.38,12.38,12.38
R07,INFSPM BISKRA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,11.56,11.56,11.56
R07,INFSPM BISKRA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers EL OUED,14.89,14.89,14.89
R07,INFSPM BISKRA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.37,13.37,13.37
R07,INFSPM BISKRA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,12.94,12.94,12.94
R07,INFSPM BISKRA,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers DJANET,,,
R05,INFSPM BECHAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BECHAR,13.67,13.67,13.67
R05,INFSPM BECHAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers TINDOUF,11.17,11.17,11.17
R05,INFSPM BECHAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers TIMIMOUN,12.65,12.65,12.65
R05,INFSPM BECHAR,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers BENI ABBES,11.12,11.12,11.12
R05,INFSPM BECHAR,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ADRAR,14.28,14.28,14.28
